parcel_num,Category,building_class,year,acres,sqft
2866-018-152,Existing,"Warehousing, Distribution, Storage",1989,5,117000
2866-023-022,Existing,"Warehousing, Distribution, Storage",1990,2,45000
2866-023-902,Existing,"Warehousing, Distribution, Storage",1980,2,38000
2866-036-040,Existing,"Warehousing, Distribution, Storage",2002,4,90000
2866-036-041,Existing,"Warehousing, Distribution, Storage",2003,2,50000
2866-036-044,Existing,"Warehousing, Distribution, Storage",2004,4,91000
2866-036-062,Existing,"Warehousing, Distribution, Storage",2006,1,29000
2866-039-024,Existing,"Warehousing, Distribution, Storage",2000,7,157000
2866-039-025,Existing,"Warehousing, Distribution, Storage",2000,4,104000
2866-039-026,Existing,"Warehousing, Distribution, Storage",2000,4,103000
2866-039-030,Existing,"Warehousing, Distribution, Storage",2009,9,211000
2866-047-030,Existing,"Warehousing, Distribution, Storage",2003,6,148000
2866-047-078,Existing,"Warehousing, Distribution, Storage",2005,5,117000
2866-047-223,Existing,"Warehousing, Distribution, Storage",2005,5,120000
2866-048-022,Existing,"Warehousing, Distribution, Storage",2005,2,58000
2866-048-027,Existing,"Warehousing, Distribution, Storage",2005,9,212000
2866-060-028,Existing,"Warehousing, Distribution, Storage",2006,3,76000
2866-060-030,Existing,"Warehousing, Distribution, Storage",2006,3,65000
2866-060-032,Existing,"Warehousing, Distribution, Storage",2006,2,38000
2866-060-033,Existing,"Warehousing, Distribution, Storage",2006,2,36000
2866-060-035,Existing,"Warehousing, Distribution, Storage",2006,3,61000
2866-060-036,Existing,"Warehousing, Distribution, Storage",2006,2,58000
2866-060-053,Existing,"Warehousing, Distribution, Storage",2006,9,212000
2866-060-076,Existing,"Warehousing, Distribution, Storage",2017,2,52000
2866-063-001,Existing,"Warehousing, Distribution, Storage",2008,3,64000
2866-063-002,Existing,"Warehousing, Distribution, Storage",2008,3,62000
"2891 E Miraloma Ave Anaheim, CA 92806",Existing,warehouse,1980,5,115000
291040042,Existing,warehouse/dry storage,1986,2,43000
291070028,Existing,light industrial,1980,5,123000
291070030,Existing,light industrial,1981,4,86000
291070036,Existing,warehouse/dry storage,1980,6,135000
291070038,Existing,light industrial,1980,5,114000
291420007,Existing,warehouse/dry storage,1985,2,53000
291420008,Existing,light industrial,1980,4,94000
291420023,Existing,warehouse/dry storage,1980,2,40000
291420025,Existing,light industrial,1988,4,100000
292230054,Existing,warehouse/dry storage,1980,4,101000
294040035,Existing,warehouse/dry storage,2020,8,202000
294040037,Existing,warehouse/dry storage,2020,7,160000
294040038,Existing,warehouse/dry storage,2020,9,205000
294050080,Existing,warehouse/dry storage,2016,25,589000
294050081,Existing,light industrial,2020,6,153000
294070025,Existing,ct-warehouse/dry storage,2013,45,1079000
294070031,Existing,light industrial,2017,10,237000
294070038,Existing,warehouse/dry storage,2018,27,645000
294070040,Existing,warehouse/dry storage,2019,1,34000
294070041,Existing,warehouse/dry storage,2019,1,31000
294070043,Existing,light industrial,2018,9,218000
294100020,Existing,warehouse/mega,2020,23,546000
294100045,Existing,warehouse/mega,2021,36,857000
294100059,Existing,light industrial,2021,6,146000
294100060,Existing,light industrial,2021,5,115000
294100061,Existing,light industrial,2020,4,95000
294100062,Existing,light industrial,2021,5,123000
294110010,Existing,warehouse/dry storage,2017,48,1154000
294110011,Existing,light industrial,2018,44,1042000
294170003,Existing,vacant residential lot,1980,14,333000
294180031,Existing,light industrial,1982,4,106000
294180033,Existing,light industrial,1980,5,108000
294180034,Existing,light industrial,1982,4,104000
294180052,Existing,warehouse/dry storage,1980,30,726000
294180055,Existing,warehouse/mega,2021,26,612000
294190038,Existing,light industrial,2018,5,113000
294190049,Existing,light industrial,1989,4,106000
294190050,Existing,light industrial,1989,5,110000
294190080,Existing,light industrial,2009,5,123000
294210014,Existing,light industrial,1982,5,116000
294210060,Existing,warehouse/mega,2018,23,560000
294220013,Existing,light industrial,1980,4,88000
294220019,Existing,light industrial,1980,9,215000
294640001,Existing,light industrial,1980,19,446000
294640005,Existing,commercial land / misc imps,1980,2,38000
294640011,Existing,commercial land / misc imps,1980,4,87000
294640033,Existing,ct-light industrial,2008,9,208000
294640034,Existing,ct-warehouse/cold storage,2019,59,1421000
294650001,Existing,warehouse/dry storage,2019,5,120000
294650002,Existing,warehouse/dry storage,2019,13,318000
294650003,Existing,ct-light industrial,2008,7,164000
294670004,Existing,light industrial,2020,78,1877000
294690006,Existing,commercial land / misc imps,1980,5,115000
"295 E Orangethorpe Ave Anaheim, CA 92801",Existing,warehouse,1980,10,231000
295310054,Existing,warehouse/dry storage,2013,31,739000
295310056,Existing,warehouse/dry storage,2013,16,393000
295310058,Existing,warehouse/dry storage,2017,8,196000
295310069,Existing,warehouse/dry storage,2019,35,834000
295310081,Existing,light industrial,1980,20,476000
296-231-11,Existing,warehouse,1980,1,30000
297080015,Existing,warehouse/mega,2019,29,703000
297080016,Existing,warehouse/mega,2019,12,294000
297100084,Existing,warehouse/mega,2019,53,1260000
297100095,Existing,warehouse/mega,2020,33,793000
297110046,Existing,warehouse/mega,2019,32,779000
297130007,Existing,light industrial,1983,10,233000
297130035,Existing,light industrial,1980,9,213000
297130036,Existing,light industrial,1980,8,190000
297130048,Existing,light industrial,2000,4,107000
297130056,Existing,light industrial,2003,9,213000
297130059,Existing,warehouse/dry storage,2006,5,117000
297130063,Existing,ct-light industrial,2006,27,651000
297130065,Existing,light industrial,1980,19,457000
297140056,Existing,warehouse/dry storage,2015,16,382000
297150056,Existing,light industrial,2013,26,621000
297160005,Existing,warehouse/mega,2021,24,571000
297170046,Existing,warehouse/dry storage,2004,12,297000
297170068,Existing,light industrial,2008,9,210000
297170069,Existing,light industrial,2007,24,581000
297170071,Existing,light industrial,1980,11,264000
297170072,Existing,light industrial,2007,6,141000
297170078,Existing,warehouse/dry storage,2018,7,161000
297170086,Existing,light industrial,1980,8,182000
297170087,Existing,light industrial,2007,51,1233000
297170088,Existing,warehouse/dry storage,2017,9,226000
297170089,Existing,warehouse/dry storage,1980,18,435000
297170093,Existing,warehouse/mega,2020,9,209000
297170096,Existing,warehouse/dry storage,2021,12,293000
297200004,Existing,warehouse/mega,2021,8,194000
297230025,Existing,light industrial,2008,4,97000
297230026,Existing,light industrial,1980,6,132000
297230031,Existing,warehouse/dry storage,2013,27,641000
297231006,Existing,light industrial,1994,17,396000
297231008,Existing,light industrial,1980,3,67000
297231009,Existing,light industrial,2006,3,74000
297231012,Existing,light industrial,2006,2,57000
297231013,Existing,light industrial,2006,2,47000
297231014,Existing,light industrial,2006,3,78000
297231015,Existing,light industrial,2006,9,211000
297231016,Existing,light industrial,2006,11,257000
297232004,Existing,ct-warehouse/dry storage,2006,29,705000
297232005,Existing,light industrial,1980,6,134000
297270008,Existing,warehouse/dry storage,2019,2,46000
300170008,Existing,light industrial,2002,10,232000
300170009,Existing,light industrial,2021,16,374000
300210030,Existing,light industrial,1980,16,388000
300250017,Existing,warehouse/mega,2019,16,391000
3003-080-007,Existing,"Warehousing, Distribution, Storage",2004,1,28000
3003-080-008,Existing,"Warehousing, Distribution, Storage",1999,1,29000
3004-002-034,Existing,"Warehousing, Distribution, Storage",2005,7,170000
3005-045-013,Existing,"Warehousing, Distribution, Storage",2005,1,35000
3005-046-011,Existing,"Warehousing, Distribution, Storage",2005,5,131000
3005-046-020,Existing,"Warehousing, Distribution, Storage",2008,2,59000
3005-046-021,Existing,"Warehousing, Distribution, Storage",2006,2,40000
3005-046-022,Existing,"Warehousing, Distribution, Storage",2006,2,49000
3005-046-024,Existing,"Warehousing, Distribution, Storage",2006,3,68000
3005-046-025,Existing,"Warehousing, Distribution, Storage",2005,4,94000
3005-046-026,Existing,"Warehousing, Distribution, Storage",2006,1,28000
3006-003-041,Existing,"Warehousing, Distribution, Storage",1990,4,106000
3006-003-049,Existing,"Warehousing, Distribution, Storage",1991,4,97000
3006-005-005,Existing,"Warehousing, Distribution, Storage",1988,4,94000
3006-023-020,Existing,"Warehousing, Distribution, Storage",1980,3,67000
"300E Cypress St Brea, CA 92821",Existing,warehouse,1980,19,448000
3010-020-018,Existing,"Warehousing, Distribution, Storage",1991,1,32000
3010-023-006,Existing,"Warehousing, Distribution, Storage",1980,3,71000
3010-023-009,Existing,"Warehousing, Distribution, Storage",1980,2,57000
3010-024-037,Existing,"Warehousing, Distribution, Storage",1988,5,114000
3010-025-043,Existing,"Warehousing, Distribution, Storage",2005,3,79000
3010-027-020,Existing,"Warehousing, Distribution, Storage",2003,4,91000
3010-027-021,Existing,"Warehousing, Distribution, Storage",2003,7,171000
3012-024-036,Existing,"Warehousing, Distribution, Storage",1981,3,61000
302020030,Existing,warehouse/dry storage,2017,5,109000
302020031,Existing,light industrial,2017,5,109000
302020032,Existing,light industrial,2007,4,99000
302020051,Existing,light industrial,1980,8,191000
302030001,Existing,warehouse/mega,2021,9,218000
302030009,Existing,light industrial,1988,9,217000
302030012,Existing,warehouse/dry storage,2017,43,1025000
302050035,Existing,warehouse/dry storage,1980,83,1995000
302050040,Existing,warehouse/mega,2021,17,399000
302070020,Existing,warehouse/dry storage,2012,36,857000
302070031,Existing,light industrial,2020,30,728000
302080006,Existing,warehouse/dry storage,2020,9,218000
302080033,Existing,warehouse/dry storage,2021,80,1911000
302080034,Existing,warehouse/dry storage,2019,4,99000
302090047,Existing,light industrial,2007,4,86000
302090051,Existing,warehouse/dry storage,2014,13,318000
3021-022-027,Existing,"Warehousing, Distribution, Storage",2005,4,103000
302100013,Existing,warehouse/dry storage,2020,11,268000
302110040,Existing,warehouse/dry storage,2017,24,580000
302110041,Existing,warehouse/dry storage,2017,7,163000
302120001,Existing,warehouse/mega,2018,11,268000
302120009,Existing,warehouse/mega,2018,11,269000
302120024,Existing,warehouse/mega,2020,47,1123000
302120025,Existing,warehouse/dry storage,2020,8,190000
302130042,Existing,warehouse/dry storage,2019,11,264000
302150030,Existing,warehouse/dry storage,1980,25,597000
302160030,Existing,warehouse/dry storage,2017,9,204000
302160032,Existing,warehouse/dry storage,2017,21,497000
302170017,Existing,warehouse/dry storage,2017,26,614000
3022-001-018,Existing,"Warehousing, Distribution, Storage",2005,1,34000
3022-010-052,Existing,"Warehousing, Distribution, Storage",1985,4,86000
3022-011-015,Existing,"Warehousing, Distribution, Storage",1983,2,59000
3022-012-040,Existing,"Warehousing, Distribution, Storage",1985,5,117000
3022-013-003,Existing,"Warehousing, Distribution, Storage",1991,5,124000
3022-013-023,Existing,"Warehousing, Distribution, Storage",1980,2,55000
3022-013-026,Existing,"Warehousing, Distribution, Storage",1980,2,53000
3022-021-019,Existing,"Warehousing, Distribution, Storage",1980,1,30000
3022-022-024,Existing,"Warehousing, Distribution, Storage",1980,2,56000
"3030 Red Hill Ave Santa Ana, CA 92705",Existing,warehouse,1980,17,397000
303020047,Existing,light industrial,1984,14,333000
303030019,Existing,warehouse/dry storage,2000,74,1767000
303040001,Existing,warehouse/dry storage,2004,80,1924000
303050004,Existing,warehouse/mega,2021,55,1324000
303060022,Existing,warehouse/dry storage,2014,19,455000
303070016,Existing,warehouse/dry storage,2009,60,1438000
303080013,Existing,light industrial,2000,6,136000
303080015,Existing,light industrial,2000,13,322000
303080019,Existing,warehouse/dry storage,2016,37,891000
303090035,Existing,warehouse/dry storage,2018,57,1372000
"3030S Susan St Santa Ana, CA 92704",Existing,warehouse,1980,5,109000
303110001,Existing,warehouse/dry storage,1980,80,1911000
303120012,Existing,light industrial,1986,19,461000
303120026,Existing,light industrial,1989,12,278000
303130040,Existing,warehouse/mega,2020,29,705000
"30322 Esperanza Marwan Panta, CA 92688",Existing,warehouse,1980,4,86000
3033-010-047,Existing,"Warehousing, Distribution, Storage",2000,38,899000
3033-012-036,Existing,"Warehousing, Distribution, Storage",1988,1,28000
3033-014-027,Existing,"Warehousing, Distribution, Storage",2003,2,49000
3033-014-036,Existing,"Warehousing, Distribution, Storage",2003,4,85000
303932103,Existing,light industrial,2001,5,123000
303933101,Existing,storage warehouse,1985,13,300000
303934116,Existing,distribution warehouse,2022,60,1430000
305020029,Existing,light industrial,2000,18,430000
305020031,Existing,light industrial,2000,42,1013000
305030002,Existing,light industrial,1982,5,115000
305030017,Existing,light industrial,1980,9,210000
305030021,Existing,light industrial,1984,4,100000
305030025,Existing,light industrial,1984,6,149000
305030056,Existing,light industrial,2005,5,128000
305030057,Existing,warehouse/dry storage,2004,7,179000
305030058,Existing,light industrial,1980,10,230000
305040034,Existing,light industrial,1987,8,195000
305040059,Existing,light industrial,1989,12,299000
305040066,Existing,warehouse/dry storage,1994,4,91000
305060039,Existing,light industrial,1980,8,197000
305080088,Existing,light industrial,1980,4,104000
305090047,Existing,light industrial,1980,9,204000
305090060,Existing,light industrial,1982,14,342000
305100063,Existing,light industrial,1980,6,151000
305100066,Existing,warehouse/dry storage,2021,17,398000
305170032,Existing,warehouse/dry storage,2008,7,164000
305170035,Existing,warehouse/dry storage,2008,13,311000
305170045,Existing,warehouse/dry storage,2010,2,38000
305170049,Existing,warehouse/dry storage,2010,2,45000
305170050,Existing,warehouse/dry storage,2010,1,35000
305170051,Existing,warehouse/dry storage,2010,1,34000
305170057,Existing,light industrial,2021,11,257000
3056-024-071,Existing,"Warehousing, Distribution, Storage",2006,11,274000
306459114,Existing,light industrial,2002,15,361000
306459119,Existing,storage warehouse,2006,1,34000
306459120,Existing,storage warehouse,1983,8,201000
306461109,Existing,storage warehouse,1987,2,36000
306636129,Existing,light industrial,1981,25,605000
306739115,Existing,storage warehouse,1985,7,174000
306743105,Existing,storage warehouse,2008,2,48000
307225108,Existing,storage warehouse,1984,1,31000
"30800 Rancho Viejo Rd San Juan Capistrano, CA 92675",Existing,warehouse,1980,13,310000
308734227,Existing,storage warehouse,1980,2,51000
308735147,Existing,storage warehouse,2020,1,30000
308738104,Existing,storage warehouse,1983,2,60000
308738208,Existing,storage warehouse,1980,3,74000
308738210,Existing,storage warehouse,1990,1,34000
308739104,Existing,light industrial,1985,5,109000
308739105,Existing,storage warehouse,1989,2,48000
308739122,Existing,storage warehouse,1987,1,32000
308739203,Existing,storage warehouse,1985,2,53000
308739229,Existing,storage warehouse,1993,2,36000
309039101,Existing,storage warehouse,1980,2,37000
309057104,Existing,distribution warehouse,2001,40,968000
309057106,Existing,cold storage facility,2004,17,407000
309119113,Existing,distribution warehouse,2000,40,958000
309119120,Existing,storage warehouse,2007,1,36000
309119122,Existing,distribution warehouse,2000,13,304000
309119123,Existing,storage warehouse,1988,42,1001000
309119124,Existing,storage warehouse,2007,3,60000
309126123,Existing,storage warehouse,1991,4,97000
